"Stock Code","Stock Description","Qty Sold","Net","Tax","Gross","COS","Profit","Margin %"
"3D2837016M-X","RIGHT HAND FRONT DOOR POWER LATCH RIGHT HAND DRIVE","2","£454.28","£90.86","£545.14","£299.81","£154.47","34"
"UR3376-A","RUBBER FLANGE","22","£494.21","£50.67","£544.88","£397.63","£96.58","19.54"
"UB2495-X","WINDOW MOTOR RUBBER STOP","37","£479.46","£65.11","£544.57","£79.55","£399.91","83.41"
"CD6674SX-R","MEMORY SEAT UNIT","2","£544.12","£0.00","£544.12","£387.20","£156.92","28.84"
"GMF1266SX-R","RIGHT HAND REAR CALIPER","2","£494.20","£49.42","£543.62","£436.07","£58.13","11.76"
"CD405-X","HEADLIGHT TO WING / FENDER SEAL","26","£528.59","£14.75","£543.34","£51.44","£477.15","90.27"
"3Y1955426-X","PASSENGER SIDE WIPER BLADE (LEFT HAND DRIVE)","26","£481.09","£62.21","£543.30","£47.06","£434.03","90.22"
"RF6351-X","WINDSCREEN WASHER BOTTLE AND PUMP (TRICO)","3","£542.59","£0.00","£542.59","£480.56","£62.03","11.43"
"UA2709ZP-X","FRONT SUSPENSION LEVER ARM OUTER BOLT (0.4375 UNF X 3.000 INCH)","46","£505.03","£37.21","£542.24","£407.67","£97.36","19.28"
"RD7066DOMED-X","REAR LIGHT (RED, DOMED GLASS)","4","£451.39","£90.28","£541.67","£77.00","£374.39","82.94"
"RE9991-X","TAILPIPE EXHAUST 1 3/4 INCH DIAMETER","2","£498.35","£42.75","£541.10","£260.40","£237.95","47.75"
"CD6150SX-R","FUEL DISTRIBUTOR (USA)","1","£540.80","£0.00","£540.80","£468.25","£72.55","13.42"
"UR8163-X","SILENCER REAR ASSEMBLY","2","£490.96","£49.61","£540.57","£397.20","£93.76","19.10"
"RD3032-X","FUSE BOX COVER","5","£451.67","£88.81","£540.48","£188.15","£263.52","58.34"
"UD70829-U","MODULE IGNITION AMPLIFIER","3","£540.00","£0.00","£540.00","£249.00","£291.00","53.89"
"3W8945095N-P","LEFT HAND REAR LAMP (EURO)","1","£450.00","£90.00","£540.00","£937.50","£-487.50","-108.33"
"4E0412383D-U","STRUT-TOP MOUNT-FRT SUSPN","3","£450.00","£90.00","£540.00","£352.50","£97.50","21.67"
"UR19265-U","ASSY PETROL TANK","1","£540.00","£0.00","£540.00","£405.00","£135.00","25"
"UR16302-U","TANK","1","£540.00","£0.00","£540.00","£405.00","£135.00","25"
"3W2698641D-P","BRK SERVO FOR SERVICE INSTALLATION","1","£450.00","£90.00","£540.00","£355.47","£94.53","21.01"
"PA55609PC-A","FRIDGE LIQUID HVAC HOSE","1","£539.99","£0.00","£539.99","£306.68","£233.31","43.21"
"UE75038-X","INLET MANIFOLD TO CYLINDER HEAD GASKET","48","£519.23","£20.46","£539.69","£108.76","£410.47","79.05"
"0148402-A","SET OF BRAKE HOSES FRONT","2","£449.24","£89.85","£539.09","£261.66","£187.58","41.75"
"UE1175-X","JOINT EXHAUST PIPE","67","£511.49","£27.19","£538.68","£226.28","£285.21","55.76"
"RH12756-X","COOLANT PUMP HOUSING TO BYPASS PIPE GASKET","115","£516.77","£20.77","£537.54","£86.25","£430.52","83.31"
"UV10843PASX-R","HEADLAMP CONTROL UNIT","2","£537.24","£0.00","£537.24","£303.16","£234.08","43.57"
"STR01-X","STROMBERG CARBURETOR OVERHAUL KIT","3","£536.88","£0.00","£536.88","£381.33","£155.55","28.97"
"PW86488-A","WINDSCREEN SEAL","2","£536.73","£0.00","£536.73","£285.05","£251.68","46.89"
"UR20001-X","GEAR SELECTOR POINTER","15","£532.89","£3.82","£536.71","£264.30","£268.59","50.40"
"RH2578SX-COU","CUSTOMERS OWN UNIT  RIGHT HAND REAR CALIPER","2","£484.99","£51.35","£536.34","£427.89","£57.10","11.77"
"UD74182SX-COU","CUSTOMERS OWN UNIT  ASSY CM CDL & ANTI THEFT","1","£536.25","£0.00","£536.25","£385.00","£151.25","28.21"
"UE6230-X","CARBURETOR AIR INTAKE GASKET","245","£518.82","£16.23","£535.05","£38.18","£480.64","92.64"
"PL106963PA-A","PIPE GEARBOX OIL COOLER TO RADIATOR","2","£534.98","£0.00","£534.98","£317.77","£217.21","40.60"
"UG14641-X","OIL SEAL","22","£487.61","£47.02","£534.63","£405.54","£82.07","16.83"
"CITROEN-X","General Citroen Part","2","£534.00","£0.00","£534.00","£255.85","£278.15","52.09"
"3W8945097L-A","CHMSL","1","£444.99","£89.00","£533.99","£215.75","£229.24","51.52"
"UR72353-A","BADGE WHEEL TRIM ROLLS-ROYCE","7","£533.96","£0.00","£533.96","£657.99","£-124.03","-23.23"
"RH2644-A","EXPANSION TANK VALVE (7 PSI)","1","£533.74","£0.00","£533.74","£323.15","£210.59","39.46"
"UR3411-X","STEERING IDLER ARM PIVOT PIN","11","£473.48","£60.14","£533.62","£95.70","£377.78","79.79"
"SPC1347-X","FASTEX DRIVE FASTENER","718","£513.51","£20.11","£533.62","£71.80","£441.71","86.02"
"UE9168-A","AUTOMATIC CHOKE THERMOSTAT COIL","2","£487.22","£46.16","£533.38","£3.18","£484.04","99.35"
"PB115617PA-A","SENSOR LAMBDA LSU 4.9","1","£443.99","£88.80","£532.79","£391.00","£52.99","11.93"
"UT14075PB-X","BATTERY","5","£507.95","£24.38","£532.33","£320.63","£187.32","36.88"
"RH12270-X","REAR SILENCER","1","£532.00","£0.00","£532.00","£242.40","£289.60","54.44"
"3Z0321359-A","SUMP 6 HP32 TRANS ASSEMBLY","2","£530.98","£0.00","£530.98","£431.25","£99.73","18.78"
"UE6631B-A","STUD CCASE CHEAD BLUE","10","£530.91","£0.00","£530.91","£0.10","£530.81","99.98"
"UR14569-A","TOP RADIATOR HOSE","2","£470.62","£60.12","£530.74","£552.50","£-81.88","-17.40"
"RE4812-X","OIL PRESSURE RELIEF VALVE TO BULKHEAD FLEXIBLE HOSE","13","£496.92","£33.69","£530.61","£134.03","£362.89","73.03"
"307300048FW-X","FRONT WING PANEL (RH) BELOW SWAGE","1","£530.25","£0.00","£530.25","£317.37","£212.88","40.15"
"PC26543PD-X","LEFT HAND REAR PARKING CABLE","6","£463.94","£66.12","£530.06","£278.52","£185.42","39.97"
"UD70764-A","FINISHER ASSEMBLY (RIGHT HAND)","1","£440.99","£88.20","£529.19","£465.50","£-24.51","-5.56"
"CS032RH-X","REAR CHASSIS EG (SHORT) RIGHT HAND","2","£483.22","£45.72","£528.94","£381.92","£101.30","20.96"
"UD21725-A","OUTSIDE TEMPERATURE GAUGE","2","£528.73","£0.00","£528.73","£22.94","£505.79","95.66"
"UB18118ASSY-U","RH ADJUSTABLE DOOR MIRROR","2","£440.00","£88.00","£528.00","£266.67","£173.33","39.39"
"UB75820-A","STEERING COLUMN AND SHAFT ASSEMBLY","1","£527.99","£0.00","£527.99","£319.19","£208.80","39.55"
"UE70462-X","HEELBOARD FILTER ASSEMBLY PIPE","13","£447.44","£80.46","£527.90","£393.90","£53.54","11.97"
"UE74605-A","THERMAL SWITCH ACU 45C","7","£485.33","£42.48","£527.81","£401.26","£84.07","17.32"
"UR71196-A","CUP SPRING UPPER ASSEMBLY","8","£447.82","£79.50","£527.32","£417.88","£29.94","6.69"
"CD5447-X","CARBURATOR INLET O RING","188","£501.20","£25.83","£527.03","£28.32","£472.88","94.35"
"UR3234-X","LARGE MASTER CYLINDER TO RESERVOIR HOSE (UPPER)","30","£461.63","£65.11","£526.74","£207.69","£253.94","55.01"
"RE12055-X","FLYWHEEL AND CLUTCH ROLLER","7","£440.09","£86.62","£526.71","£47.77","£392.32","89.15"
"7306440-A","GAS PRESSURIZED SPRING","8","£526.49","£0.00","£526.49","£438.74","£87.75","16.67"
"EB1031-X","CRANKSHAFT BALANCE WEIGHT LOCK WASHER","141","£448.15","£77.58","£525.73","£45.32","£402.83","89.89"
"UE9491-X","HYDRAULIC PUMP INLET VALVE","21","£520.25","£5.34","£525.59","£36.53","£483.72","92.98"
"UB33220-X","FRONT WING / FENDER MIRROR STEM","12","£491.50","£34.00","£525.50","£164.00","£327.50","66.63"
"UD21792-SU","SWITCH - SEAT CONTROL Surcharge","6","£450.00","£75.00","£525.00","£150.00","£300.00","66.67"
"UE44919SX-R","COOLANT PUMP IMPELLOR ASSEMBLY","3","£490.00","£35.00","£525.00","£381.38","£108.62","22.17"
"UD13893-U","SWITCH ASSEMBLY HAZARD WARNING LIGHT","7","£525.00","£0.00","£525.00","£271.03","£253.97","48.38"
"UV11381PA-A","MASTER KEY (BENTLEY, UNCUT)","3","£524.97","£0.00","£524.97","£463.49","£61.48","11.71"
"UD15848-X","BULB 14V .56 W","161","£480.72","£44.21","£524.93","£312.32","£168.40","35.03"
"UE70368-X","OXYGEN SENSOR LAMBDA Aftermarket Product","3","£524.82","£0.00","£524.82","£217.25","£307.57","58.60"
"PG55618PA-X","TANDEM PUMP PULLEY","2","£484.02","£40.69","£524.71","£125.26","£358.76","74.12"
"SERVICEKIT13-X","CONTINENTAL GT & GTC 40K M/60K KM SERVICE KIT (RIGHT HAND DRIVE W12)","1","£437.20","£87.44","£524.64","£152.68","£284.52","65.08"
"RE19239-X","AIR SILENCER MOUNTING BUSH","45","£449.27","£74.97","£524.24","£15.75","£433.52","96.49"
"333100078W-X","WHEEL ARCH RIGHT HAND REAR FLARED","2","£436.54","£87.30","£523.84","£288.72","£147.82","33.86"
"RG3466-A","PROPELLOR SHAFT SUPPORT FRICTION DISC","21","£468.48","£55.13","£523.61","£352.32","£116.16","24.80"
"MISC5","Miscellaneous Parts Fuel","6","£498.54","£25.00","£523.54","£364.22","£134.32","26.94"
"RH9264-X","FAN BELT TWIN","24","£480.76","£42.52","£523.28","£108.72","£372.04","77.39"
"UD25615-X","WINDSCREEN WASHER JET","27","£440.72","£82.26","£522.98","£148.96","£291.76","66.20"
"UR13878SX-R","STEERING BOX","1","£522.59","£0.00","£522.59","£475.00","£47.59","9.11"
"UE1411-A","FLYWHEEL BOLT","33","£521.81","£0.00","£521.81","£505.66","£16.15","3.09"
"UE39120-X","EXHAUST MANIFOLD TO BUTTERFLY HOUSING CHOKE PIPE","4","£437.05","£84.72","£521.77","£140.20","£296.85","67.92"
"UG13651-A","OUTER HUBCAP EMBELLISHER CLIP","177","£465.96","£55.46","£521.42","£350.08","£115.88","24.87"
"PP57569PANB-X","LEFT HAND HEATED DOOR MIRROR GLASS (ASPHERIC, NO BEZEL)","12","£441.21","£79.79","£521.00","£118.58","£322.63","73.12"
"UR18066-A","REAR SPRING UPPER SPACER","25","£488.63","£32.10","£520.73","£146.58","£342.05","70"
"UD11793-X","STUD ANCHOR ESCUTCHEON","1358","£468.71","£51.92","£520.63","£31.24","£437.47","93.33"
"UE805FLT-X","AIR FILTER","11","£449.79","£70.63","£520.42","£198.90","£250.89","55.78"
"UE35491-A","BIG END SHELL STANDARD","16","£519.84","£0.00","£519.84","£493.86","£25.98","5"
"UE3790-X","V BELT (TWIN)","11","£479.87","£39.63","£519.50","£190.34","£289.53","60.34"
"07V911023SX-R","STARTER MOTOR","3","£469.07","£49.38","£518.45","£412.50","£56.57","12.06"
"RH2582-X","WASHER PUMP KIT","5","£496.63","£21.68","£518.31","£345.58","£151.05","30.41"
"3D0919087M-A","FUEL DELIVERY MODULE","1","£517.99","£0.00","£517.99","£363.52","£154.47","29.82"
"UR510-X","FRONT SPRING ADJUSTING WASHER (1 MM / 0.039 INCH)","41","£439.83","£77.98","£517.81","£70.92","£368.91","83.88"
"E58239-X","CRANKSHAFT DAMPER OUTER DRIVING SPRING","105","£485.75","£31.77","£517.52","£160.55","£325.20","66.95"
"PH100195PBSX-R","HYDRAULIC STEERING PUMP","1","£517.28","£0.00","£517.28","£445.50","£71.78","13.88"
"UR1200-X","WASHER BRK HOSE","800","£506.09","£10.81","£516.90","£184.00","£322.09","63.64"
"RE20941-X","DRIVE BELT (4.25L)","19","£481.81","£34.43","£516.24","£77.34","£404.47","83.95"
"UD70841-A","CM MOTRONIC ENGINE","1","£515.99","£0.00","£515.99","£429.99","£86.00","16.67"
"6891936-A","WHEEL COVER, BADGE, SELF-ALIGNING","5","£515.95","£0.00","£515.95","£481.87","£34.08","6.61"
"07C903021JSX-COU","CUSTOMERS OWN UNIT  ALTERNATOR 190 AMP","1","£429.85","£85.97","£515.82","£250.00","£179.85","41.84"
"RG7102-X","MASTER CYLINDER OUTLET UNION","31","£435.33","£80.44","£515.77","£105.92","£329.41","75.67"
"UE31461-X","CHOKE TUBE TO EXHAUST MANIFOLD GASKET","46","£502.82","£12.68","£515.50","£198.29","£304.53","60.56"
"PB55612PB-A","TANDEM PUMP DRIVE BELTS (PAIR)","10","£468.45","£47.01","£515.46","£337.03","£131.42","28.05"
"CD698-X","STEERING RAM RETAINING RING","68","£437.46","£77.05","£514.51","£87.72","£349.74","79.95"
"UR15902-A","REAR CALIPER BANJO BOLT WASHER","96","£491.66","£22.69","£514.35","£14.94","£476.72","96.96"
"UD26354-X","FRONT SIDE LAMP RIGHT HAND ASSEMBLY","2","£514.01","£0.00","£514.01","£440.64","£73.37","14.27"
"UB19608-X","DOOR LOCK ROLLER","18","£496.49","£16.86","£513.35","£232.96","£263.53","53.08"
"UB41734-A","HINGE BOOT / TRUNK RIGHT HAND ASSEMBLY","1","£512.99","£0.00","£512.99","£459.00","£53.99","10.52"
"UB41735-A","HINGE BOOT / TRUNK LEFT HAND ASSEMBLY","1","£512.99","£0.00","£512.99","£459.00","£53.99","10.52"
"CD6831-X","ACU O RING","210","£484.91","£27.06","£511.97","£18.96","£465.95","96.09"
"RF7200-X","TOOL TRAY RUBBER MOLDING (HARDWOOD SCREWDRIVER)","4","£511.80","£0.00","£511.80","£75.20","£436.60","85.31"
"UG3849-X","RIVET","1330","£480.28","£31.45","£511.73","£154.64","£325.64","67.80"
"7176401-A","SOUND INSULATING ENGINE HOOD","1","£511.34","£0.00","£511.34","£454.52","£56.82","11.11"
"UB5096F-X","MIRROR (RIGHT HAND WING / LEFT HAND DOOR, FLAT GLASS)","12","£458.68","£52.50","£511.18","£300.07","£158.61","34.58"
"UE74654-A","POTENTIOMETER ENGINE GEARBOX","2","£510.98","£0.00","£510.98","£461.83","£49.15","9.62"
"3W0837402H-A","RIGHT HAND FRONT ELECTRIC WINDOW LIFT REGULATOR","1","£425.49","£85.10","£510.59","£402.50","£22.99","5.40"
"PG57615PA-A","COWL FAN UPPER L675 ASSEMBLY","1","£509.99","£0.00","£509.99","£382.50","£127.49","25"
"UG11483-A","BODY BALL AND TRUNNION","1","£509.99","£0.00","£509.99","£450.00","£59.99","11.76"
"UE70459-A","PIPE ACCUMULATOR TO HEELBOARD ASSEMBLY","2","£424.98","£85.00","£509.98","£294.76","£130.22","30.64"
"RH8312-X","REMOTE STARTER SOLENOID","15","£477.33","£32.02","£509.35","£305.11","£172.22","36.08"
"RH13952-A","SWITCH METAL TEMPERATURE SENSING","4","£509.17","£0.00","£509.17","£615.92","£-106.75","-20.97"
"RF9971-X","CHASSIS TO LUBRICATION PUMP FLEXIBLE HOSE","9","£476.77","£31.39","£508.16","£316.49","£160.28","33.62"
"UG11083-A","ROLLER","1","£507.49","£0.00","£507.49","£435.00","£72.49","14.28"
"UT10693PC-X","FINISHED HUBCAP ASSEMBLY","1","£422.89","£84.58","£507.47","£352.41","£70.48","16.67"
"112600002-X","REAR LOWER PANEL (LATE)","1","£422.68","£84.54","£507.22","£194.01","£228.67","54.10"
"PH56645PD-X","PIPE CROSS COOLER TO RESERVOIR","4","£424.81","£82.40","£507.21","£257.96","£166.85","39.28"
"UB3034NF-X","MIRROR REACH NUT (24 TPI)","32","£449.50","£57.43","£506.93","£36.48","£413.02","91.88"
"RH13021-X","WINDSCREEN WASHER JET","13","£435.86","£70.59","£506.45","£160.97","£274.89","63.07"
"UB89926PIVOT-X","WINDOW MOTOR PIVOT","15","£436.81","£69.47","£506.28","£242.11","£194.70","44.57"
"CD3109-X","HEADLIGHT BOWL TO WING / FENDER SEAL","43","£485.27","£20.97","£506.24","£96.40","£388.87","80.13"
"UD1564-X","FOGLIGHT PEDESTAL","13","£436.62","£69.35","£505.97","£483.31","£-46.69","-10.69"
"UE46127-X","TANDEM DISTRIBUTOR TIMING BELT","70","£488.88","£17.09","£505.97","£203.82","£285.06","58.31"
"GW399+020-X","FRICTION WASHER (+0.020)","10","£437.88","£67.29","£505.17","£76.70","£361.18","82.48"
"UR13794KIT-X","FRONT SUBFRAME PANHARD ROD KIT","7","£504.27","£0.00","£504.27","£323.33","£180.94","35.88"
"RH20752-X","CAR COVER","3","£420.00","£84.00","£504.00","£389.81","£30.19","7.19"
"UR3121-X","STEERING COLUMN RUBBER COUPLING","6","£481.67","£19.66","£501.33","£302.46","£179.21","37.21"
"CD6550-X","STEERING RACK LONG PIPE (LEFT HAND DRIVE)","7","£501.17","£0.00","£501.17","£250.00","£251.17","50.12"
"UE42688KT-X","ENGINE OIL PUMP REBUILD KIT","1","£500.85","£0.00","£500.85","£196.48","£304.37","60.77"
"RH9082-X","CRANKSHAFT DAMPER FRICTION DISC (TEFLON TYPE)","18","£467.78","£33.02","£500.80","£306.17","£161.61","34.55"
"GMF1225-X","ACCUMULATOR AND GAS SPRING O RING","609","£492.38","£8.10","£500.48","£60.90","£431.48","87.63"
"07V905409SET-X","IGNITION LEAD SET (TWIN TURBO)","2","£500.45","£0.00","£500.45","£402.07","£98.38","19.66"
"UR13532-3BKT.01-X","BUMPER SIDE BRACKET WITH COLLAR Build","78","£417.00","£83.40","£500.40","£433.68","£-16.68","-4"
"UD16920CUT-X","MASTER KEY (RRM)","13","£457.89","£42.42","£500.31","£180.24","£277.65","60.64"
"M3-X","FRONT SILENCER R TYPE CONTINENTAL","1","£416.70","£83.34","£500.04","£277.80","£138.90","33.33"
"GMF1126-SU","VALVE LEVELLING HYDRAULIC","5","£500.00","£0.00","£500.00","£500.00","£0.00","0"
"UR17109SX-COU","CUSTOMERS OWN UNIT  STEERING BOX LHD","1","£500.00","£0.00","£500.00","£475.00","£25.00","5"
"307300049-P","BENTLEY LH FRONT WING WITH LIGHT POD","1","£500.00","£0.00","£500.00","£950.00","£-450.00","-90"
"RF7958-SU","FRONT SHOCK ABSORBER Surcharge","2","£500.00","£0.00","£500.00","£166.66","£333.34","66.67"
"RH2667-A","RELIEF VALVE 15 PSI","1","£499.99","£0.00","£499.99","£345.00","£154.99","31"
"RH14146-A","MASTER BENTLEY KEY","6","£499.94","£0.00","£499.94","£394.57","£105.37","21.08"
"PB100170PA-A","TENSIONER DRIVE BELT","2","£453.36","£46.50","£499.86","£430.12","£23.24","5.13"
"UE70086-X","EXHAUST CROSSOVER PIPE SEALING OLIVE","15","£446.57","£53.24","£499.81","£361.57","£85.00","19.03"
"UB42647-X","MOULDING FINISHER STUD AND PLATE","152","£434.07","£65.63","£499.70","£145.92","£288.15","66.38"
"3D0907521A-A","FAN CONTROL","1","£499.49","£0.00","£499.49","£459.00","£40.49","8.11"
"3Y1955425-X","DRIVER SIDE WIPER BLADE (LEFT HAND DRIVE)","24","£447.75","£51.20","£498.95","£43.44","£404.31","90.30"
"UE39574-X","FUEL SYSTEM VACUUM HOSE (PER METER)","34","£415.87","£82.87","£498.74","£91.80","£324.07","77.93"
"UD21362-A","FUEL GAUGE","4","£451.21","£47.50","£498.71","£100.00","£351.21","77.84"
"CD6674BAT-X","BATTERY FOR SEAT MEMORY UNIT","23","£447.65","£50.96","£498.61","£80.73","£366.92","81.97"
"UR1411-X","BRACKET","1","£415.33","£83.07","£498.40","£290.00","£125.33","30.18"
"RH9196-A","CONTROL BOX RB340","3","£467.60","£30.52","£498.12","£401.61","£65.99","14.11"
"UE44674-X","TOP RADIATOR HOSE","8","£423.27","£73.48","£496.75","£31.20","£392.07","92.63"
"UB12386-A","RETAINING BOLT","9","£495.81","£0.00","£495.81","£488.13","£7.68","1.55"
"UE73952-X","JOINT WATER OUTLET","437","£474.13","£20.95","£495.08","£169.86","£304.27","64.17"
"PA28939PA-U","EVAPORATOR","1","£495.00","£0.00","£495.00","£395.00","£100.00","20.20"
"3W8867368G-P","SEAL","1","£495.00","£0.00","£495.00","£10.00","£485.00","97.98"
"PD116406PASX-R","ASSY DAMPERSTRUT REAR RH","1","£495.00","£0.00","£495.00","£250.00","£245.00","49.49"
"PD116405PASX-R","ASSY DAMPERSTRUT REAR LH","1","£495.00","£0.00","£495.00","£250.00","£245.00","49.49"
"UB42841-X","ELECTRIC WINDOW CHAIN","14","£441.66","£52.82","£494.48","£177.99","£263.67","59.70"
"RE19043-X","WATERPUMP HIGH SPEED PULLEY","2","£494.24","£0.00","£494.24","£240.00","£254.24","51.44"
"2289720-A","AUTOMATIC TRANSMISSION FLUID","10","£494.10","£0.00","£494.10","£439.20","£54.90","11.11"
"UE73344-A","FUEL PUMP","1","£411.24","£82.25","£493.49","£329.00","£82.24","20"
"UR18083SX-COU","CUSTOMERS OWN UNIT  VALVE HEIGHT CONTROL LH REAR","2","£493.25","£0.00","£493.25","£0.00","£493.25","100"
"UD23543SX-COU","CUSTOMERS OWN UNIT  SENSOR ENGINE RUN","2","£492.82","£0.00","£492.82","£170.00","£322.82","65.50"
"UD23543SX-R","SENSOR ENGINE RUN","2","£492.80","£0.00","£492.80","£127.90","£364.90","74.05"
"6782182-X","WISHBONE, BOTTOM,WITH RUB","1","£492.39","£0.00","£492.39","£434.46","£57.93","11.77"
"UW18752-X","FOAM FILTER","94","£458.22","£34.05","£492.27","£71.44","£386.78","84.41"
"UR16167-SU","ASSY RADIATOR Surcharge","2","£460.00","£32.00","£492.00","£600.00","£-140.00","-30.43"
"UT12545PA-A","LEFT HAND INNER REAR LIGHT","1","£491.99","£0.00","£491.99","£185.00","£306.99","62.40"
"UE34837-X","AIR HOSE","2","£491.40","£0.00","£491.40","£225.00","£266.40","54.21"
"RE3947-X","CRANKSHAFT DAMPER FRONT DAMPER LOCKPLATE","199","£426.11","£65.23","£491.34","£78.61","£347.50","81.55"
"UR1872-X","FRONT OF STEERING RAM TO BOX HOSE","4","£435.41","£55.66","£491.07","£144.88","£290.53","66.73"
"UR22419-A","COOLING FAN ELECTRIC","1","£490.24","£0.00","£490.24","£450.50","£39.74","8.11"
"06A905161A-X","CAMSHAFT POSITION SENSOR","8","£433.29","£56.42","£489.71","£113.20","£320.09","73.87"
"UR12187-X","BALL JOINT SEAL","83","£482.96","£6.69","£489.65","£53.12","£429.84","89"
"UE75639-A","VALVE STEM SEAL","18","£406.85","£81.37","£488.22","£77.85","£329.00","80.87"
"CD5622-X","REVERSE LIGHT LENS","6","£487.73","£0.00","£487.73","£227.89","£259.84","53.28"
"UD71195SX-R","ELECTRIC WINDOW LIFT MOTOR","2","£406.25","£81.25","£487.50","£255.00","£151.25","37.23"
